,reconstruction_mse,endpoint_error_mean,endpoint_error_std,path_length_error_mean,path_length_error_std,curvature_error_mean,curvature_error_std,completion_time_correlation,rmsd_correlation,task_type_accuracy,success_accuracy,participant_silhouette,completion_time_consistency,task_type_consistency,rmsd_consistency,is_success_consistency,participant_id_consistency,trajectory_shape_consistency
0,0.09807701177488508,0.13722213,0.09113902,5.63933,6.0609183,1.6463015,0.13601266,-0.0053795874,0.022515971,0.4978540772532189,0.4273451870018394,-0.42761576,0.8863473,0.558185162477008,0.012200228,0.9699570815450643,0.03740036787247088,0.7210817
